,business_id,stars_y,categories_count,location,open,environment,value,taste,food,survice,feeling
197,ByA7lECfIG8RwQICcMnyBQ,3.0,4,4.5,4.5,3.65,5.0,5.0,4.5,5.0,5.0
198,BzwqdhZ9Ndrbvrc6bIxb5A,2.5,2,5.0,5.0,3.65,5.0,3.0,4.12,5.0,5.0
199,C-FUOOOW0pW5p_RZ3k7W_Q,5.0,4,5.0,5.0,3.65,5.0,3.0,4.12,5.0,4.23
200,CCNp1qS8n2gh51X7Wadabw,2.0,2,4.19,4.21,3.65,3.69,3.0,4.12,3.94,4.23
201,CH4my_JJ7PJ2T_4uQX4LwQ,3.0,2,5.0,3.55,3.0,5.0,4.67,5.0,5.0,5.0
202,CIdyd88FK-4-YaEFo3Ht6A,3.5,4,4.0,3.55,3.0,3.82,4.67,3.68,3.58,3.74
203,CNwY37pdEDwLl1ehwog6xg,3.5,2,5.0,4.8,4.0,5.0,4.5,4.43,4.5,5.0
204,CShAODPz_Wm7MCSTKvJ5zA,1.5,2,4.46,4.67,2.0,5.0,4.33,3.67,3.67,5.0
205,CTN5Z3fs3jFHfyma8XxzVg,3.5,4,4.46,3.6,2.0,5.0,4.33,3.67,2.0,4.75
206,CXqJyYEFhpdXqAUZyPLeHA,3.0,2,4.0,3.0,2.0,3.0,5.0,4.25,3.0,4.0
207,CYXz0Ze2cG0jVdtYI5yvoQ,4.0,4,2.67,3.25,2.0,4.0,5.0,1.0,3.0,3.0
208,Cat1JuOOdv89E8Zck23smQ,5.0,6,3.0,3.4,2.0,4.0,5.0,1.0,2.33,3.75
209,CbiWuJUROs92f-1IRus-0w,2.5,6,4.0,4.0,2.0,4.0,5.0,1.0,3.0,4.0
210,CbzwY3ioXAAdyynCmfGJlw,4.0,4,2.0,2.75,2.0,3.0,5.0,4.0,3.0,2.8
211,CeYOohT_QMhITFd1TZ7i-A,1.0,2,2.7,3.2,2.0,2.83,5.0,4.0,3.75,4.0
212,CgF0aw5JgUnpn4BrieN5QA,3.5,3,2.7,3.29,2.0,3.17,5.0,4.0,2.88,2.8
213,CqxDQPhltNo6wkkCWww80Q,3.5,3,3.5,4.33,2.0,3.5,1.0,2.67,5.0,3.57
214,CrAijJgeEj2L-bdQB3vvSw,3.0,6,5.0,4.33,5.0,3.5,3.0,3.33,5.0,3.57
215,CrfvVLo8uYRo_GBHIrMfPw,1.0,3,4.0,4.33,5.0,3.5,3.0,3.33,4.0,3.57
216,CtJCRAklyjQ67miNgSvtUw,4.5,10,3.26,3.57,5.0,3.5,3.0,3.33,4.0,3.57
217,CyWqZ2lhOO-6-UY1anxI4A,1.0,7,4.62,1.0,5.0,4.91,4.0,1.0,4.93,4.64
218,D07th0gRkq6X5edcNi3oZA,4.5,6,4.62,5.0,5.0,4.91,4.0,1.0,4.93,4.64
219,D31DDlRMXYxpZORJIldzQA,4.0,5,5.0,4.0,5.0,4.0,4.0,1.0,4.5,4.5
220,DK1NSR48HJ7bAgM_9qoDug,2.5,3,4.54,4.11,5.0,5.0,4.0,1.0,5.0,4.8
221,DMMEWBNOJhB9nG_2J1lYvg,3.0,4,4.2,4.26,5.0,4.33,4.0,4.83,4.26,4.16
222,DO32u1Q6RV2j11W6nzeW6A,5.0,4,3.25,5.0,4.67,3.5,3.0,3.22,3.37,3.83
223,DUeqWfBI90UBR6xSYQO3uw,3.0,12,3.25,3.52,4.67,2.25,3.0,3.22,3.37,3.83
224,DVfCbJhJUDWRlUfrKzaKOA,2.0,4,3.71,3.64,3.77,3.59,3.5,3.75,3.63,3.54
225,DWwxANY20LnPQ8SecPfrXQ,3.5,3,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0
226,DZWLw5AaCcu9SgO_1lBZ-Q,4.0,14,4.0,4.0,5.0,5.0,4.0,5.0,4.5,5.0
227,DZkVWxknDUuWX0-wmtGhQw,3.0,4,4.15,3.0,5.0,5.0,1.0,5.0,3.12,3.67
228,Df9zbwHyE5TLiX8MXhlgJg,3.0,7,5.0,5.0,1.0,4.64,1.0,4.0,4.5,4.8
229,DkosgdHgG6T98cqkppkhww,5.0,7,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0
230,DpxYFBHeje5UU-m2i6_KTg,2.5,2,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0
231,Dv8kgcLrSb73xJR6LL976Q,3.0,5,5.0,5.0,1.0,4.56,1.0,4.0,5.0,5.0
232,DyNwk4aKTe5zy3h83zSTyg,4.0,3,3.82,4.0,1.0,4.56,5.0,4.0,2.5,4.38
233,E-dL1nTtJmItxDeeb4ZASA,1.5,2,4.0,2.67,1.0,3.0,5.0,4.0,3.5,3.0
234,E1qzcRqID-0xqc-owH24_A,5.0,4,4.0,5.0,1.0,3.0,5.0,4.0,3.0,3.0
235,E2Xh5nUmroHqrAJlZxjzDw,2.5,1,4.0,5.0,1.0,4.0,5.0,4.0,3.0,5.0
236,E48Fxo1H85mc2Vq0FcSnRQ,4.0,3,3.4,4.17,1.0,4.0,5.0,4.0,3.0,5.0
237,E9cD-weHeU6TMf-VPKfPMQ,1.5,7,5.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0
238,EAObS2XXCE_XHG9_dho6jA,5.0,2,3.33,3.72,1.0,3.0,5.0,4.0,4.25,3.83
239,EGzbYCNiLoBuRvJmzqrKxQ,4.5,5,3.79,3.72,1.0,3.52,3.2,4.0,3.94,3.83
240,EIZU2iczK0PG35HCsVnnww,4.0,5,5.0,5.0,3.56,4.5,4.0,4.0,4.0,1.0
241,EJgC5p_-AxdHaxm9Dh0P5g,2.5,2,5.0,1.0,3.56,4.5,4.0,4.0,1.0,1.0
242,EVNcagL3D8nKwJsAzM5B7Q,5.0,3,5.0,5.0,3.56,5.0,4.0,4.0,3.0,1.0
243,Efak4g0qC7dOVU-u4oTTNw,4.0,3,1.0,4.0,3.56,5.0,4.0,4.0,3.0,5.0
244,Ek_cVX7Y9an0O9Qettz3ZQ,3.5,4,1.0,4.0,3.56,5.0,4.0,4.0,1.0,5.0
245,ElM8yyW45TAy4vjApwy7ZQ,5.0,4,5.0,4.0,3.56,4.0,4.0,4.0,3.5,4.0
246,Euq0ltqgsmD2VMlBopDbdg,5.0,2,5.0,4.0,3.56,4.0,3.58,4.0,3.5,4.0
247,EvhXrdL8Ngo6VIZT1vhEQw,5.0,8,5.0,5.0,3.56,2.0,3.58,3.63,2.0,2.0
248,EwxhzR-VghhMsRObXLMitw,4.5,4,3.68,3.67,3.56,3.71,3.58,3.63,3.54,3.39
249,F06m2yQSPHIrb1IT7heYeQ,4.0,5,3.81,3.89,3.79,3.84,3.83,3.78,3.63,3.67
250,F0c5AMuF_w49727bE7xV1w,4.0,3,3.62,2.25,2.0,3.67,2.0,4.0,4.75,3.14
251,F3jMS4aNQI6tPtjH61decw,4.0,4,5.0,5.0,5.0,5.0,5.0,3.5,1.5,5.0
252,F3qjj0WbV_xi9URzw3Nf7w,5.0,5,3.75,3.67,5.0,4.0,3.0,3.5,1.5,3.25
253,FAA1WhAqRDUabFTDjVsVvg,4.0,2,3.83,3.5,5.0,3.8,3.0,3.5,2.5,4.0
254,FAw1DGHY-GayAigkD-yWfQ,4.0,5,3.83,4.0,5.0,3.8,3.0,3.5,3.0,4.0
255,FBvdo2I6705bTQXgiOdEoQ,2.5,5,3.55,3.5,5.0,4.14,3.0,3.5,3.29,2.67
256,FDI2PkyJBWEVFZ0ndHFg2g,5.0,4,4.5,4.0,5.0,2.0,3.0,3.5,5.0,4.0
257,FFhVWAEz3nUy_4JEssvlvQ,4.0,3,4.5,5.0,5.0,4.0,3.0,3.5,5.0,5.0
258,FMOWO7_mj8lSZnV3WqpGiA,3.5,4,3.59,3.63,5.0,3.5,3.0,3.5,3.73,3.69
259,FQpEfakfaMfByZ6Qe7fn4w,3.5,2,3.8,4.0,3.42,3.0,5.0,1.0,4.2,3.71
260,FR6_ikTNUV0Fq7VYmIfeTg,4.5,5,3.25,3.55,3.42,3.91,3.0,1.0,1.0,3.5
261,FStFa2esHFgsAjVzIGJcQA,3.0,7,3.62,3.55,3.42,3.91,3.0,1.0,3.74,3.32
262,FZLPI2SJLJ3vVtwPuroXCA,5.0,6,1.0,1.0,3.42,3.31,1.0,1.0,3.5,1.0
263,FhIeCF6QrsLaRvAeu0oEPQ,3.5,7,3.47,3.43,3.42,3.31,3.67,3.47,3.5,3.48
264,FkdG2Qsh0V2UmrEOn_ImDA,3.5,5,2.78,2.0,3.67,5.0,3.5,3.3,1.0,5.0
265,Fmu6u9RDXGZWBBailRQEJA,3.5,2,3.0,5.0,3.67,3.33,3.5,5.0,3.0,5.0
266,FpFIAW_IEvASZBbusABbkA,3.5,2,3.19,3.23,3.67,3.33,3.5,2.89,2.91,2.73
267,FvNDkvp1_3jrlXOgwKhCgA,4.5,5,3.0,1.0,3.67,3.12,1.0,2.89,2.62,2.0
268,G1lB2bUf1MT1FZT8TBy62g,4.5,2,3.0,3.44,3.67,3.12,1.0,2.89,2.62,2.0
269,G36vxy1sDuTsXrvNEUKG-g,3.5,5,3.67,3.17,5.0,3.4,1.0,3.88,3.0,2.33
270,G9-OvE0PBQtDZmnGEB3HEQ,3.5,2,3.7,3.6,5.0,4.67,3.29,3.88,4.4,4.14
271,G9vyGyMY2yjx4cwM0Fmsbg,4.5,2,5.0,3.0,3.02,4.0,5.0,5.0,4.75,4.67
272,GF4_xCtWbpjS5JRKls_Jng,4.0,4,4.33,4.0,3.02,4.83,5.0,5.0,4.5,4.5
273,GFP6Z6RnbtF5Flg3kLfsOA,3.5,2,4.0,4.0,3.02,5.0,5.0,5.0,4.5,4.67
274,GHMOlx3edjKFwK4BBibRIQ,5.0,6,4.67,5.0,3.02,5.0,5.0,5.0,4.5,4.67
275,GIx1awHeMv4drFpqz-1t7g,3.5,4,4.43,4.26,3.02,4.72,5.0,5.0,4.5,4.67
276,GMrwDXRlAZU2zj5nH6l4vQ,4.0,4,3.38,3.23,3.02,3.15,3.18,3.41,3.32,3.31
277,GMzBNH0IoE3kYFH6dnAm0g,4.5,2,3.0,2.36,4.17,3.0,1.0,2.45,3.1,3.0
278,GOXDp404xxsmlIVOamn4rw,4.0,4,1.0,5.0,4.17,1.5,4.0,4.0,2.33,1.0
279,GSNq5jECq-rdZYloWkkZug,4.5,3,5.0,3.14,4.17,1.5,4.0,4.0,2.33,3.25
280,GUV9kiKdDTTIdCS0pjlAlw,5.0,3,2.67,3.5,4.17,1.5,4.0,4.0,2.5,2.75
281,GaJAc5YtZsAKQcYVe6DRpA,3.5,2,2.8,2.75,4.17,1.0,4.0,4.0,2.5,3.0
282,GdK5zQ4kVv55iE3qbdGSKA,5.0,6,3.67,2.0,4.17,1.0,4.0,3.75,1.0,1.0
283,GdpiEeG8oe8BnpMaENJLfg,4.5,4,3.67,2.0,4.17,3.0,4.0,3.75,3.0,5.0
284,GjbF1ZEbIpC2KqUbZ7KQWQ,3.0,3,4.32,4.36,4.17,4.29,3.71,4.28,3.95,4.14
285,GsXmR2sfhxj1mH18pTwuPw,3.5,7,5.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0
286,H0NlyrD3d-2h9CVLBMZciA,3.5,2,5.0,4.67,5.0,5.0,4.5,5.0,5.0,4.44
287,H2Chxto2e6dHTDJ8-s3-pQ,3.0,3,4.68,4.67,5.0,4.2,5.0,4.76,5.0,4.44
288,H2FohfCm8kVorCEzESF1MA,3.0,7,1.0,4.33,4.0,2.33,4.0,4.0,3.8,3.0
289,H4oxmmF-QCFYwWZGE6rbhg,3.5,4,3.6,4.0,4.0,5.0,4.0,4.0,3.8,4.0
290,H8syW_r5Y6QZZ0Q7HYOd1A,4.5,2,4.22,4.1,4.0,5.0,4.0,4.0,4.25,4.2
291,HAg1cURR8b1f1lVKtbtA8w,4.0,3,4.07,3.67,4.0,4.0,3.67,4.0,4.11,3.8
292,HNAH23RNUTTivzhebQTozw,3.0,4,4.36,4.17,4.0,5.0,5.0,4.5,4.0,3.8
293,HTngUd7s8kLBiAbEtd65Ug,4.5,5,4.11,4.3,3.8,4.4,4.0,4.0,4.69,4.41
294,HVPcIcqiJkrpD36xZFGN6g,1.5,5,4.67,4.82,3.8,4.0,5.0,4.0,4.57,5.0
295,H_FwiRpgRcXSV-v1-N4Qhw,4.5,7,3.9,3.76,3.8,4.0,3.5,4.0,4.0,4.07
296,HaE1Qd51heH1SRLFcfloxA,5.0,5,4.5,4.25,3.8,2.82,4.0,4.0,2.83,4.0
297,HbG8z_lusO0HpnPZPxkcYA,4.5,4,3.35,3.69,3.8,2.82,2.83,4.0,2.83,3.27
298,Ho44UJoyHFzlfqOWFAiNAg,3.0,2,2.33,1.0,3.8,3.0,4.33,2.25,1.75,1.67
299,Hpos97EcES0XxcEVyZuItw,4.0,4,2.5,2.67,3.8,1.0,4.33,2.25,1.75,1.67
300,HxOycKEgCl7aXjBsVs0t-w,3.0,4,1.0,2.5,3.8,4.0,4.33,2.25,1.0,3.85
301,I-wKBhSlOb_iP4w9RouGaw,1.0,2,3.75,1.0,3.8,3.81,4.33,3.68,1.0,3.85
302,I6qFvR-jVDGqDD_iVG38ng,3.0,4,3.75,3.92,3.8,3.81,4.33,3.68,3.84,3.85
303,I7opGbXbKeNuyWvC486vNA,4.0,3,4.5,3.38,5.0,3.4,3.78,3.25,3.4,4.0
304,I8GF2YtkYqTUaLg0m9hI9Q,2.0,4,3.25,3.22,5.0,3.4,3.78,3.25,3.38,3.37
305,I8T4Xsp3Wv7W-RJhsHrTDA,3.5,2,2.64,2.88,4.0,1.5,1.75,3.9,3.5,2.62
306,IAdj4di3LA7bg28pQiF8UQ,4.0,5,5.0,3.0,5.0,5.0,5.0,3.9,1.0,5.0
307,IQRFLteu-q3HJPtrXj2EIA,5.0,2,5.0,5.0,5.0,5.0,5.0,3.9,1.0,1.0
308,I_WE2lVko2fd3stuzbsi9Q,3.5,6,3.89,4.28,5.0,3.78,5.0,3.9,4.2,3.93
309,Ia1JlEo7UUyZtmqRe1K1Pw,3.5,5,3.96,3.71,3.92,3.83,3.33,3.9,3.8,3.94
310,IjGU7ZopsgeomsDQf20UXQ,4.0,3,4.33,4.33,4.67,4.0,3.0,5.0,3.2,2.5
311,Ik-vXB7HCwnC44KDf_nwdw,4.5,2,3.33,3.0,4.67,4.0,3.0,4.17,3.2,2.5
312,ImaLoP8fXXVLDOnOaXR3lg,5.0,2,4.33,2.0,4.67,4.0,5.0,4.17,3.67,3.0
313,Iqu5Attfz1QC6d6A81H5aw,5.0,7,4.33,3.5,4.67,4.0,5.0,4.17,3.67,4.0
314,IrRPkXOy6Pe8FYM0Ztxmew,4.5,4,5.0,4.0,4.67,3.5,5.0,4.17,3.67,4.0
315,Irxe_Dm56X1TLs5TNM1lUQ,5.0,5,3.5,4.0,4.67,3.5,5.0,4.17,3.67,1.0
316,IunVm89ceN8z4OcKU2jt2w,4.5,3,4.0,3.0,4.67,5.0,5.0,4.17,5.0,3.57
317,IwP7A7gKf-mOG_ZHB5KYSw,5.0,5,4.0,1.77,4.67,5.0,5.0,4.17,1.0,1.0
318,IyvM5xz7_il6I8mfSUSgfg,4.5,4,4.0,1.77,4.67,1.0,5.0,4.17,1.8,1.7
319,J-A-VaoAvm3hMIb7VBJqHQ,3.0,3,1.5,1.5,4.67,1.0,5.0,4.17,3.2,4.85
320,J1RKcr6BAqOI-LDFbn0TvQ,1.5,3,3.0,4.5,4.67,3.5,5.0,4.17,3.2,4.85
321,J28zZKFCZOObUaXLwvC0tQ,4.0,2,5.0,5.0,3.78,3.0,5.0,3.0,4.43,4.85
322,JBGfZB9hgxD-OVyu4s3nAQ,4.5,6,3.5,5.0,3.78,3.0,5.0,3.0,4.25,4.25
323,JVJAx33FlF7nfiYKYKQNJQ,2.5,3,5.0,5.0,3.78,3.0,5.0,3.0,5.0,5.0
324,J_8IOyptLn2SYUOcyouHnA,4.5,4,4.83,5.0,3.78,3.0,5.0,3.0,4.07,5.0
325,JhHrkQSmaRTK2Wb7CuoAGw,2.0,2,4.83,3.79,3.78,3.0,5.0,3.0,4.07,4.57
326,JjjQSlvTvGlIAta5CyA6UQ,4.0,8,3.67,3.71,4.0,3.67,3.0,1.0,3.65,3.86
327,Ju2M7gYlaiW1124o8YhEFg,5.0,3,3.67,3.86,4.0,4.53,2.0,4.0,3.0,4.5
328,JyuICl_sFcP-cgK5qLazmw,2.0,2,3.67,3.86,4.0,4.53,2.0,4.0,3.0,2.0
329,K4z0ODOZNuN2uRnL4IwApw,3.0,2,3.94,4.44,4.0,4.53,5.0,4.0,4.33,4.27
330,KDFDCMd41uNwiXPptfzPww,4.5,4,3.4,4.5,4.17,5.0,5.0,3.93,3.0,4.0
331,KEDm72wwss4YFXHhHdsHdQ,4.5,4,2.0,2.82,4.17,3.0,5.0,3.93,2.8,2.9
332,KIJNlmRsTLag7tW62NvLcQ,2.5,3,3.67,3.79,4.17,5.0,5.0,3.93,3.0,3.67
333,KQ4FnMr2z37NUhOeHiSfPA,4.5,6,3.25,3.5,4.17,5.0,4.0,3.93,3.0,2.67
334,KQKUVoZjYE56GsG7DY1CpA,3.0,6,3.25,3.0,4.17,3.0,4.0,3.93,4.0,2.67
335,KWywu2tTEPWmR9JnBc0WyQ,4.0,6,3.54,3.44,4.17,3.62,2.78,3.93,3.31,3.34
336,Kbidfh24_7-a380tovQeYA,3.5,6,4.0,3.9,4.17,4.6,5.0,3.93,4.33,4.2
337,KcUMfvAs6Mlpv1XBhGA5Gg,5.0,2,5.0,5.0,3.0,5.0,2.0,4.5,4.0,4.0
338,KipckrGshAP7H-T6ZupyXA,4.0,4,4.0,4.0,3.0,3.69,2.0,4.5,3.86,4.28
339,KmuzOoe2eMu47cshWu0lcQ,5.0,6,3.8,4.0,3.0,4.6,4.0,3.0,4.2,4.0
340,KqouzJ7_jh9tRQnSmEde5g,4.0,3,2.0,5.0,3.0,4.6,4.0,3.0,4.2,4.33
341,KvVE3Zt0UO4EVLng8M5x9A,2.5,5,2.0,3.43,3.0,4.6,4.0,3.0,4.2,4.33
342,KyQL98YGPBFpc-T9BlFqNQ,5.0,5,4.0,4.0,3.0,4.0,4.0,3.0,4.2,3.67
343,KzftjAOxUGTBjKF19XXXyQ,1.5,7,5.0,4.4,3.0,4.5,4.0,3.0,4.2,5.0
344,L7R6AowNkDoSFxmf_kjGwA,5.0,5,3.33,5.0,3.0,2.33,4.0,3.0,2.5,4.0
345,LArP8v1EOGTt5Qy_AWNjRw,5.0,7,2.57,2.5,3.0,2.33,4.0,3.0,3.0,3.0
346,LB6ZyCfUzeX9OLdunHhnOQ,3.5,8,3.43,2.4,3.0,2.33,4.0,3.0,3.0,3.12
347,LEOvXK3lMEfjnex3CPvrng,4.5,3,1.33,2.0,3.0,1.0,1.5,3.0,3.0,2.0
348,LFhF2la-C_vrNrQRz5GnIA,2.0,3,3.67,5.0,3.0,3.5,4.0,3.0,3.0,3.0
349,LO5wXyFY6KUYleg0ZK5xiw,4.5,4,3.38,4.17,3.88,3.5,4.0,3.86,3.75,3.77
350,LPnGdeEJyMMO02e02PqZBA,4.0,10,4.0,4.04,3.88,4.02,4.05,4.13,4.17,4.26
351,LUN6swQYa4xJKaM_UEUOEw,4.5,7,4.38,4.13,4.75,4.31,3.5,5.0,4.37,4.25
352,LVewWjdGzXuw1V_4gRJerQ,4.5,4,4.0,3.6,4.0,2.64,2.0,5.0,3.33,4.0
353,LWxSTjV6zybxIZKkSK3SNQ,3.0,4,3.57,2.75,4.0,2.64,2.0,5.0,3.5,3.0
354,LgsMwQy_qJRD5_pZ2iz3UQ,2.0,2,3.0,4.5,4.0,2.0,2.0,5.0,4.0,3.0
355,LkREQvvhVDbVG4bpRsSjcQ,3.5,4,4.0,3.33,4.0,2.0,2.0,5.0,3.86,3.0
356,LnCNoBfyLQVdk8CLj6ra4w,4.5,2,3.0,2.8,4.0,4.0,2.0,5.0,3.86,3.33
357,LrkQe6vxHVLM7DnZWM5GvA,5.0,8,3.0,2.5,4.0,4.0,3.4,4.0,2.5,3.0
358,LvQTegTMW03e3HiTTOIs3g,5.0,2,4.0,2.5,4.0,4.0,3.4,4.0,3.75,2.5
359,Lx3p5OmxGkbaCKq7G7FfPA,3.5,4,3.36,4.08,4.0,2.78,3.4,4.0,3.75,4.0
360,M5A5r0HbMRfTzidqMKYHfw,4.0,5,3.33,3.5,4.0,3.0,3.4,3.5,3.5,3.0
361,M5WP9kqjYYFuKcPC0Q2SMg,5.0,3,3.33,3.0,4.0,3.0,2.5,3.0,3.25,2.86
362,M6C1yjSyQtR4SYfxOzX3fA,5.0,4,3.33,3.2,4.0,2.71,2.5,3.0,3.33,3.0
363,MDy2IbPQ_qA1slyDub57Fw,3.0,4,3.33,3.2,4.0,2.71,2.5,3.0,3.33,2.5
364,MNOo3RG-wzjLvNqRo5uNKg,3.0,3,3.33,2.67,4.0,2.67,2.5,3.0,4.0,3.0
365,MQCMRKXJZYRPBmx0MbgSuQ,4.0,2,5.0,4.0,4.0,2.0,2.5,3.36,4.0,3.0
366,MSMWyifL-Ev1Q863HsVdkw,3.0,2,5.0,2.0,4.0,2.0,2.5,3.36,1.0,3.0
367,MXpCVzm1V5OH05KO6n7ntA,5.0,5,3.83,3.2,4.0,3.0,2.5,3.36,3.75,2.88
368,MhKvFkacsm3wJNoVMlz-rQ,5.0,3,4.0,4.0,2.33,3.0,3.0,3.0,4.0,3.5
369,MxDJKmAB-PikbdIBKqNoag,4.5,6,3.5,4.0,2.33,2.67,2.5,3.0,3.0,3.0
370,N41VYb9fhafQOi1WP_VPCA,5.0,4,4.0,3.0,2.33,2.67,2.0,3.0,4.5,3.0
371,N4r3XX7uH42aXhHvFMkxjA,3.0,12,1.0,3.0,2.33,4.0,2.0,3.0,3.0,3.0
372,N6X-k5fDF4MdGhglvnRqlA,1.0,3,5.0,3.33,2.33,4.0,1.0,2.26,3.33,3.0
373,N6jKUHqTCkc1C8DC6kXEUQ,5.0,5,5.0,4.5,2.33,4.0,1.0,2.26,4.0,3.0
374,N77b-T4DaetICsaJafR93Q,3.0,5,5.0,4.5,2.33,4.0,1.0,2.26,3.33,3.0
375,NBB6fJUDNpa6hsbmiFByfg,3.5,3,2.56,3.0,2.33,3.5,1.0,2.26,3.67,2.06
376,NBn4hgfGtNz91k3VsDZlmw,5.0,3,2.56,2.43,2.33,2.0,1.0,2.26,2.2,2.06
377,NCFwm2-TDb-oBQ2medmYDg,4.5,7,3.57,3.6,3.46,4.14,1.0,3.25,3.43,3.7
378,NCv_cd0l-ReyzoHh5Oe-PQ,2.0,3,3.33,5.0,2.0,5.0,3.0,5.0,5.0,3.0
379,NOsLCWKpx69oqksLzRZdvw,4.0,5,3.5,4.0,2.0,5.0,3.0,5.0,3.75,4.0
380,NZnhc2sEQy3RmzKTZnqtwQ,4.5,5,3.85,3.36,2.0,1.0,3.0,3.2,3.33,3.6
381,Ne5YvHojNon3Sbib3ctEHw,3.5,3,3.5,5.0,2.0,3.0,3.0,3.2,4.0,3.0
382,Nu1jBHpBUSL14an4TEbNLg,3.0,6,5.0,3.0,2.0,3.0,3.0,3.2,4.0,2.0
383,NvgwuOshnRvK5qR4piZmew,3.0,2,3.6,2.29,5.0,3.0,3.0,3.2,3.57,2.0
384,NxqWRVgNBpywgsdMh4b5RQ,5.0,8,4.0,3.2,2.33,3.0,3.0,3.2,3.0,2.5
385,O4QbewwNOZ20gDaWK1hxtw,2.5,8,4.0,3.29,2.33,4.0,5.0,3.2,3.0,4.67
386,O55zKGI1Ut2yKNSM9GULVA,5.0,7,4.6,3.08,2.33,3.25,5.0,3.2,3.2,3.67
387,O6eGmbnnbh0Jq80AAIfzjA,3.5,2,3.14,3.2,2.33,3.33,5.0,3.2,3.67,3.75
388,OFXmJwGH94K11IWQdbmQjg,5.0,5,3.59,5.0,5.0,3.2,5.0,5.0,4.25,5.0
389,OI9a0_l82kvBoKGZI8grwg,2.5,6,3.59,3.62,5.0,3.2,5.0,3.0,4.25,3.56
390,OS5zpHGNEOGPAIq_bItKtg,5.0,5,1.0,4.0,5.0,3.33,4.0,3.0,1.0,4.0
391,OS_sOEfGVXVmWWGKJMAvjQ,1.0,4,1.0,4.0,5.0,3.33,3.86,3.0,1.0,1.0
392,OVvT9pmFP8MWQP1iX8mSFA,4.5,9,3.8,3.53,5.0,3.6,3.86,3.0,4.13,3.62
393,OWBeDjNaIGJXA5yUSQEuug,2.0,3,4.0,3.67,5.0,4.0,1.0,4.33,3.75,3.0
394,OWbm2cGjhX3CwmqzUJeLoQ,5.0,8,3.75,3.85,5.0,3.0,1.0,4.33,3.6,3.39
